sale_id,product_id,customer_id,quantity,sale_date,discount,channel,region
4227,107,96,2,2024-11-22,0.13,Online,West
4228,131,1389,1,2025-10-16,0.05,Store,West
4229,188,1996,5,2024-05-20,0.28,Online,North
4230,192,181,5,2025-05-05,0.07,Online,West
4231,35,1366,4,2024-11-23,0.04,Store,West
4232,174,1499,2,2024-03-29,0.1,Store,North
4233,111,1982,3,2025-07-26,0.11,Online,South
4234,143,890,2,2024-12-21,0.13,Store,East
4235,47,376,1,2024-04-25,0.26,Store,West
4236,12,1263,3,2024-09-04,0.28,Online,North
4237,49,788,5,2025-09-24,0.23,Store,East
4238,193,1972,1,2024-09-11,0.29,Online,East
4239,36,1206,3,2024-02-24,0.23,Online,East
4240,106,147,4,2024-07-18,0.09,Store,North
4241,23,1799,5,2023-12-27,0.28,Online,South
4242,141,1983,3,2024-06-12,0.06,Store,East
4243,138,337,3,2024-11-22,0.16,Online,West
4244,174,1460,2,2025-03-31,0.12,Online,East
4245,79,1889,4,2025-05-23,0.06,Online,East
4246,22,183,2,2024-03-02,0.24,Store,East
4247,166,365,3,2025-10-23,0.07,Store,East
4248,175,1936,5,2024-07-29,0.3,Store,West
4249,11,345,1,2024-11-04,0.13,Online,South
4250,92,1343,3,2025-04-12,0.14,Online,North
4251,1,1889,4,2025-07-26,0.1,Online,South
4252,74,473,5,2024-02-27,0.24,Online,West
4253,54,924,4,2024-04-22,0.11,Online,West
4254,182,482,5,2025-08-19,0.2,Online,North
4255,32,993,3,2023-12-14,0.19,Store,North
4256,126,1897,4,2024-11-27,0.27,Online,East
4257,99,1272,4,2023-12-07,0.04,Store,South
4258,111,272,1,2024-06-15,0.06,Store,South
4259,27,1904,2,2024-03-01,0.1,Online,East
4260,139,921,1,2025-05-11,0.27,Store,North
4261,75,685,1,2025-02-23,0.13,Online,South
4262,29,32,5,2025-05-09,0.04,Store,West
4263,193,653,4,2024-02-28,0.01,Store,South
4264,107,915,2,2023-12-30,0.26,Online,West
4265,38,921,1,2025-09-17,0.25,Online,East
4266,102,1960,5,2024-05-26,0.28,Online,East
4267,175,1439,5,2025-01-09,0.11,Online,East
4268,8,1805,5,2024-01-22,0.01,Store,West
4269,105,861,5,2025-03-17,0.17,Online,West
4270,64,1763,4,2024-05-12,0.25,Store,North
4271,142,1154,2,2025-01-06,0.13,Store,South
4272,137,1994,4,2025-05-23,0.28,Store,East
4273,182,1513,3,2024-08-23,0.09,Store,West
4274,72,1335,4,2024-01-05,0.07,Online,South
4275,61,1059,1,2025-06-18,0.16,Store,South
4276,99,1760,3,2025-01-18,0.01,Online,South
4277,146,709,5,2024-08-26,0.01,Store,South
4278,10,387,3,2023-12-18,0.21,Store,South
4279,191,156,1,2025-04-24,0.02,Online,South
4280,127,1288,3,2025-03-10,0,Online,East
4281,56,1204,2,2025-01-31,0.18,Store,South
4282,159,871,4,2024-09-07,0.15,Online,North
4283,27,1588,4,2024-01-12,0.12,Store,North
4284,146,805,2,2024-04-06,0.13,Store,East
4285,59,281,3,2024-11-03,0.25,Store,South
4286,149,419,4,2025-11-16,0.12,Online,West
4287,129,1763,1,2024-10-22,0.29,Store,South
4288,21,1779,5,2024-02-20,0.16,Store,East
4289,81,58,2,2024-07-03,0.26,Online,East
4290,120,82,5,2024-04-29,0.06,Online,South
4291,50,242,2,2025-07-15,0.29,Store,North
4292,59,330,5,2023-12-11,0.11,Store,South
4293,131,1745,5,2024-04-11,0.27,Store,West
4294,160,1493,3,2024-06-02,0.07,Store,West
4295,42,3,1,2024-09-23,0.14,Store,East
4296,104,1606,5,2024-08-13,0.05,Store,East
4297,142,1792,5,2024-06-22,0.25,Online,West
4298,90,1547,1,2024-06-15,0.04,Online,West
4299,43,1568,3,2025-03-24,0.14,Online,West
4300,20,1639,1,2025-11-27,0.28,Store,East
4301,182,1353,2,2025-03-01,0.28,Store,West
4302,82,1520,5,2025-07-20,0.17,Online,South
4303,57,981,1,2025-08-24,0.21,Store,South
4304,121,131,4,2024-08-22,0.29,Online,South
4305,104,593,3,2024-01-20,0.01,Online,North
4306,112,1719,1,2023-12-31,0.14,Online,South
4307,135,1554,3,2025-11-26,0.24,Store,East
4308,60,1817,5,2025-07-25,0.06,Online,West
4309,111,1354,2,2024-05-01,0.22,Store,West
4310,167,1755,2,2024-01-11,0.11,Store,North
4311,21,1823,1,2024-07-11,0.13,Online,South
4312,85,750,2,2025-07-14,0.14,Store,South
4313,188,177,4,2024-05-23,0.04,Online,South
4314,173,1245,2,2024-11-21,0.15,Store,West
4315,170,266,1,2024-04-04,0,Store,North
4316,62,952,1,2024-08-16,0.23,Online,North
4317,156,287,4,2023-12-20,0.12,Store,West
4318,57,418,4,2025-08-01,0.18,Online,North
4319,74,779,4,2025-02-10,0.03,Online,East
4320,130,32,3,2024-03-22,0.12,Online,South
4321,87,1380,3,2024-05-06,0.04,Online,North
4322,82,303,2,2025-08-09,0.12,Store,South
4323,11,981,1,2025-02-19,0.11,Store,East
4324,192,350,1,2024-12-05,0.25,Store,North
4325,96,1230,3,2025-10-02,0.2,Store,West
4326,87,1115,2,2024-04-24,0.13,Online,East
4327,134,829,2,2025-10-17,0.05,Store,North
4328,198,992,4,2024-09-28,0.15,Store,South
4329,59,1929,5,2024-05-04,0.1,Online,South
4330,81,281,4,2024-06-23,0.01,Online,West
4331,30,62,1,2025-03-09,0.02,Online,West
4332,33,1825,1,2024-12-20,0.18,Online,South
4333,178,1557,4,2025-07-06,0.09,Store,South
4334,9,1567,5,2024-05-23,0.24,Store,North
4335,41,28,5,2024-12-13,0.19,Online,West
4336,165,156,3,2024-05-06,0.02,Online,East
4337,124,586,3,2024-08-02,0.04,Store,South
4338,47,1220,3,2025-07-05,0.03,Store,East
4339,108,1258,3,2024-12-15,0.04,Online,South
4340,111,1798,4,2023-12-16,0.28,Online,North
4341,61,1094,2,2025-09-29,0.23,Store,West
4342,63,734,2,2025-06-24,0.1,Online,South
4343,46,1486,1,2025-08-29,0.16,Store,East
4344,157,89,1,2025-11-17,0.16,Store,South
4345,133,530,3,2024-03-30,0.21,Online,North
4346,195,500,4,2025-03-08,0.14,Online,East
4347,38,93,5,2025-03-18,0.02,Online,North
4348,43,1954,3,2024-05-06,0,Store,South
4349,154,1612,5,2025-01-17,0.13,Online,South
4350,163,1824,2,2023-12-09,0.05,Store,West
4351,57,762,2,2025-08-28,0.09,Store,East
4352,115,1244,3,2025-03-29,0.08,Store,West
4353,21,764,4,2024-09-08,0.2,Store,East
4354,193,725,4,2025-06-15,0.26,Online,South
4355,199,1290,2,2025-02-17,0.14,Store,West
4356,186,1570,1,2024-06-24,0.09,Store,West
4357,71,1188,2,2025-01-16,0.03,Store,North
4358,139,338,1,2024-07-02,0.02,Online,North
4359,82,1761,1,2025-08-11,0.18,Store,North
4360,83,1265,3,2025-04-23,0.17,Store,North
4361,146,1921,3,2025-10-17,0.07,Online,North
4362,17,518,2,2025-05-19,0.06,Online,East
4363,145,1764,2,2025-07-20,0.23,Store,South
4364,191,23,2,2025-04-19,0.27,Online,South
4365,140,883,4,2024-04-29,0.01,Online,North
4366,155,391,5,2025-07-01,0.11,Store,North
4367,36,1847,5,2025-09-24,0.29,Online,North
4368,12,494,3,2024-03-01,0.17,Store,North
4369,120,1954,2,2024-12-31,0.14,Online,South
4370,7,1239,3,2025-08-06,0.02,Online,North
4371,58,726,2,2023-12-02,0.13,Online,East
4372,68,651,1,2024-11-02,0.07,Store,South
4373,52,1289,2,2024-04-12,0.29,Store,North
4374,86,1712,2,2024-03-31,0.1,Store,East
4375,58,1398,1,2025-04-18,0.03,Online,East
4376,153,180,3,2024-04-18,0.02,Store,West
4377,29,1713,1,2024-07-12,0.2,Store,South
4378,80,632,1,2024-10-31,0.11,Store,South
4379,6,582,1,2025-08-04,0.3,Store,West
4380,192,1861,5,2025-08-26,0.29,Online,West
4381,185,724,2,2025-11-02,0.26,Online,West
4382,122,466,2,2025-04-27,0.07,Online,North
4383,104,1781,5,2025-04-16,0.02,Store,East
4384,166,1842,1,2024-08-19,0.29,Online,North
4385,148,662,2,2025-06-09,0.18,Store,North
4386,80,1645,1,2024-01-01,0.25,Online,East
4387,44,1865,3,2024-02-27,0.07,Store,East
4388,44,1068,2,2025-08-20,0.12,Online,South
4389,196,973,4,2024-04-19,0.16,Store,North
4390,46,1078,1,2025-10-06,0.14,Online,East
4391,180,1591,3,2024-09-20,0.22,Online,North
4392,55,761,1,2025-07-29,0.3,Online,South
4393,104,1023,2,2025-07-13,0.22,Online,West
4394,182,1864,2,2024-10-15,0.11,Online,North
4395,112,153,4,2024-09-12,0.26,Store,North
4396,152,1411,1,2024-07-18,0.21,Store,South
4397,63,1073,4,2024-10-27,0.25,Store,West
4398,124,1504,5,2023-11-29,0.11,Store,West
4399,39,1079,2,2025-02-12,0.02,Store,North
4400,70,1918,4,2025-02-24,0.21,Online,East
4401,91,1451,4,2025-01-28,0.12,Online,South
4402,22,1190,3,2025-03-30,0.19,Online,North
4403,186,1336,2,2024-04-17,0.27,Store,East
4404,37,585,5,2025-04-26,0.25,Store,South
4405,81,1245,3,2023-12-31,0.1,Store,East
4406,106,1266,1,2025-10-04,0.28,Store,West
4407,81,505,2,2024-09-14,0.28,Store,North
4408,151,1126,1,2025-08-27,0.07,Store,West
4409,186,1931,2,2024-01-28,0.2,Online,North
4410,148,1826,4,2024-01-20,0.13,Store,South
4411,38,325,3,2024-11-19,0.2,Online,West
4412,67,3,4,2025-11-10,0.13,Online,North
4413,159,1778,3,2024-12-16,0.11,Online,North
4414,116,632,2,2024-06-04,0.05,Store,West
4415,153,475,1,2024-03-24,0.25,Store,South
4416,95,1681,2,2025-09-23,0.18,Store,West
4417,52,567,5,2024-02-22,0.01,Online,West
4418,41,1871,4,2024-05-18,0.12,Online,East
4419,200,1948,1,2024-09-12,0.01,Online,East
4420,72,1309,5,2024-01-07,0.08,Store,North
4421,85,1066,3,2025-03-18,0.01,Store,North
4422,167,1715,3,2025-07-19,0.07,Online,North
4423,98,998,4,2023-11-30,0.14,Store,East
4424,128,1985,4,2025-04-08,0.05,Store,West
4425,109,1697,5,2025-11-15,0.04,Store,North
4426,15,1598,2,2025-01-05,0.13,Store,West
4427,155,100,4,2025-02-19,0.19,Online,North
4428,17,1470,4,2024-02-16,0.26,Store,East
4429,200,858,3,2024-05-29,0.03,Store,North
4430,95,1026,2,2024-10-06,0.2,Online,North
4431,140,781,3,2025-11-09,0.07,Store,West
4432,142,1249,2,2024-04-24,0.01,Store,South
4433,87,1349,1,2023-12-14,0.11,Store,South
4434,183,1505,2,2024-07-26,0.13,Store,West
4435,35,941,2,2024-07-24,0.12,Store,North
4436,33,1328,4,2024-06-20,0.08,Store,East
4437,173,1362,3,2024-05-06,0.29,Online,South
4438,43,1832,4,2024-09-12,0.23,Online,North
4439,133,566,3,2025-04-22,0.16,Store,North
4440,107,1598,2,2025-10-29,0.29,Store,East
4441,45,618,1,2025-05-12,0.18,Store,North
4442,133,129,3,2024-08-23,0.08,Store,South
4443,59,799,4,2025-04-05,0.11,Store,East
4444,21,1484,2,2025-09-01,0.1,Online,South
4445,7,1695,5,2024-07-31,0.03,Online,West
4446,150,634,3,2024-08-27,0.22,Store,West
4447,127,32,4,2024-12-02,0.12,Store,South
4448,129,34,2,2025-07-16,0.17,Online,East
4449,108,1819,1,2023-12-19,0.08,Store,West
4450,187,1484,5,2025-08-12,0.16,Store,East
4451,189,50,1,2024-10-28,0.2,Store,West
4452,200,282,1,2024-07-17,0.21,Online,North
4453,95,648,5,2024-09-27,0.12,Store,South
4454,95,1431,3,2025-02-23,0.06,Store,South
4455,11,978,1,2025-06-10,0.27,Store,East
4456,9,574,3,2024-03-30,0.27,Online,North
4457,167,1641,2,2024-07-02,0.11,Store,South
4458,161,779,4,2025-06-26,0.27,Online,North
4459,7,1208,4,2025-10-08,0.07,Store,West
4460,26,1101,2,2023-12-02,0.1,Store,East
4461,64,123,5,2024-08-27,0.03,Online,South
4462,172,672,1,2025-09-30,0.07,Store,West
4463,4,1685,5,2024-03-09,0.05,Online,West
4464,188,1372,1,2025-07-13,0.24,Store,East
4465,119,1073,2,2025-11-21,0.21,Store,North
4466,182,332,4,2025-11-16,0.25,Store,East
4467,50,1546,4,2025-06-12,0.22,Store,North
4468,97,1410,5,2025-01-12,0.2,Online,West
4469,157,20,3,2024-03-19,0.27,Online,South
4470,178,207,5,2024-02-12,0.17,Online,North
4471,145,1808,4,2024-01-16,0.23,Online,East
4472,41,1723,2,2024-05-22,0.08,Online,West
4473,88,270,5,2025-08-14,0.24,Store,West
4474,49,861,3,2024-04-12,0.28,Online,North
4475,107,1043,1,2025-01-25,0.04,Online,East
4476,151,1911,3,2025-06-30,0.01,Online,South
4477,34,831,5,2024-07-13,0.19,Online,West
4478,29,507,3,2024-04-17,0.24,Online,West
4479,159,93,3,2024-06-29,0.08,Online,South
4480,13,441,1,2025-09-17,0.1,Online,North
4481,83,1971,3,2024-07-12,0.24,Store,North
4482,4,1084,4,2024-12-07,0.02,Online,East
4483,10,715,2,2025-10-12,0.11,Online,West
4484,76,42,3,2024-04-22,0.03,Online,North
4485,10,314,3,2024-09-13,0.2,Online,East
4486,12,1191,4,2024-06-22,0.13,Online,West
4487,98,1557,2,2025-03-12,0.11,Online,North
4488,15,291,1,2025-02-01,0.05,Online,West
4489,16,89,3,2025-10-24,0.24,Store,South
4490,132,1204,1,2025-05-20,0.08,Online,North
4491,4,423,1,2025-10-12,0.19,Online,North
4492,132,1651,4,2024-02-07,0.15,Online,West
4493,118,85,1,2024-08-19,0.21,Store,North
4494,143,525,3,2024-11-11,0.27,Online,East
4495,27,1852,2,2025-06-30,0.22,Online,West
4496,96,1434,1,2025-09-25,0.13,Store,West
4497,51,824,4,2025-11-08,0.18,Online,North
4498,1,228,2,2025-05-29,0.05,Online,South
4499,78,1196,4,2025-05-21,0.19,Online,East
4500,23,263,5,2025-10-03,0.1,Online,North
4501,135,1563,4,2024-07-22,0.04,Online,South
4502,1,1217,1,2025-01-06,0.11,Online,North
4503,10,1372,1,2025-04-01,0.14,Online,West
4504,151,1982,5,2025-02-26,0.09,Store,South
4505,134,143,2,2024-07-21,0.17,Online,West
4506,128,1730,3,2024-12-21,0.3,Online,North
4507,122,344,4,2024-06-29,0.25,Online,North
4508,101,215,1,2023-12-13,0.06,Store,North
4509,20,342,3,2024-12-02,0.22,Online,South
4510,184,361,3,2025-09-25,0.24,Store,West
4511,91,406,5,2025-08-21,0.02,Online,West
4512,127,1527,3,2025-04-17,0.12,Store,North
4513,21,180,2,2025-09-17,0.15,Online,North
4514,41,1077,3,2024-08-04,0.18,Online,South
4515,79,1106,1,2025-08-10,0.03,Store,North
4516,160,1313,2,2025-02-09,0.07,Online,East
4517,132,623,2,2025-11-08,0.01,Store,East
4518,144,1672,2,2024-03-02,0.06,Store,North
4519,43,1872,4,2025-01-17,0.15,Store,North
4520,81,541,5,2025-10-26,0.12,Online,East
4521,95,733,2,2024-12-06,0.02,Store,North
4522,7,1335,2,2025-03-25,0.03,Store,South
4523,71,1996,4,2024-03-06,0.18,Store,West
4524,92,698,3,2025-01-01,0.23,Store,West
4525,81,1516,1,2024-03-22,0.3,Store,East
4526,112,731,1,2024-08-21,0.06,Store,North
4527,172,1711,4,2024-08-02,0.12,Store,East
4528,42,1239,5,2025-05-03,0.06,Store,West
4529,78,871,3,2024-08-19,0.2,Store,East
4530,29,1521,1,2025-05-21,0.21,Store,East
4531,3,1503,2,2024-02-11,0.01,Store,North
4532,81,1277,4,2024-03-03,0.15,Store,South
4533,54,966,3,2024-04-14,0.3,Store,North
4534,33,115,3,2024-06-05,0.25,Online,East
4535,5,124,1,2023-12-22,0.12,Store,East
4536,99,1877,4,2025-09-26,0.05,Store,South
4537,61,1421,3,2025-04-26,0.15,Store,East
4538,136,1261,5,2023-12-25,0.22,Online,West
4539,63,1891,3,2023-12-04,0.13,Store,West
4540,140,737,4,2024-07-15,0.12,Online,North
4541,3,2,1,2024-07-03,0.2,Online,East
4542,19,1059,1,2025-07-08,0.27,Online,East
4543,139,757,2,2025-06-29,0.08,Online,East
4544,59,1369,2,2024-07-15,0.08,Store,North
4545,120,1518,5,2024-09-19,0.11,Online,West
4546,162,291,1,2025-10-17,0.27,Store,West
4547,197,1111,4,2025-02-08,0.11,Store,South
4548,46,831,4,2025-09-23,0.22,Online,East
4549,177,1191,2,2024-08-31,0.07,Store,West
4550,178,1787,5,2024-02-25,0.03,Store,North
4551,70,1263,5,2025-03-11,0.26,Store,North
4552,181,1390,1,2024-10-04,0.23,Online,East
4553,180,532,4,2025-01-10,0.22,Store,East
4554,85,1394,1,2024-06-16,0.19,Store,East
4555,132,645,5,2025-06-03,0.17,Store,North
4556,127,1364,2,2025-06-28,0.16,Store,East
4557,129,993,2,2025-05-31,0.28,Store,West
4558,91,1272,3,2024-02-06,0.03,Online,West
4559,190,1040,3,2025-01-22,0.14,Store,South
4560,144,853,5,2024-11-11,0.06,Online,East
4561,159,1743,2,2025-03-20,0.14,Online,East
4562,29,775,5,2025-09-18,0.26,Online,South
4563,122,1993,4,2024-11-29,0.22,Store,West
4564,97,703,2,2025-09-12,0.04,Online,South
4565,187,860,4,2024-08-29,0.18,Store,South
4566,30,892,5,2025-01-05,0.04,Online,East
4567,9,1096,4,2024-02-25,0.23,Online,South
4568,80,1619,5,2024-08-11,0.29,Store,East
4569,148,213,5,2024-12-10,0.13,Store,North
4570,185,1784,5,2025-05-14,0.27,Store,East
4571,41,1374,2,2025-11-26,0.21,Store,West
4572,53,26,2,2023-12-21,0.16,Store,West
4573,165,569,2,2024-01-11,0,Store,West
4574,155,878,1,2024-06-24,0.05,Online,North
4575,86,1786,1,2024-03-04,0.16,Online,South
4576,13,1645,2,2024-10-20,0.11,Store,South
4577,104,277,4,2024-01-19,0.16,Store,West
4578,52,1324,3,2023-12-18,0.19,Online,West
4579,88,1543,5,2025-01-11,0,Online,West
4580,75,1509,2,2025-06-01,0.14,Online,South
4581,190,122,2,2025-08-11,0.1,Online,North
4582,127,259,5,2025-03-18,0.26,Online,East
4583,13,1193,2,2025-02-15,0.29,Store,South
4584,71,1892,2,2024-08-20,0.05,Online,North
4585,33,406,1,2025-10-13,0.25,Store,West
4586,112,1904,5,2024-05-13,0.11,Online,West
4587,98,473,1,2025-07-14,0.11,Store,South
4588,125,593,4,2024-11-17,0.16,Store,East
4589,190,1559,5,2024-10-10,0.2,Online,East
4590,134,1195,5,2024-05-26,0.2,Store,North
4591,169,1808,5,2024-11-13,0.04,Store,West
4592,84,649,1,2024-02-02,0.09,Store,West
4593,136,1274,2,2025-02-07,0.27,Online,West
4594,145,628,2,2024-05-15,0.04,Online,South
4595,44,187,2,2025-02-17,0.14,Online,South
4596,60,1111,3,2025-10-16,0.05,Online,West
4597,102,1822,4,2024-02-06,0.13,Store,South
4598,54,1029,4,2025-01-24,0,Store,South
4599,80,1869,5,2024-04-29,0.21,Online,South
4600,81,899,5,2024-11-17,0.18,Store,North
4601,160,912,4,2024-03-27,0.25,Online,West
4602,80,1462,2,2024-07-05,0.13,Online,North
4603,137,1876,5,2024-04-29,0.23,Online,East
4604,138,1982,5,2024-03-21,0.11,Store,North
4605,22,264,2,2024-09-17,0.26,Online,West
4606,154,790,5,2024-08-18,0.23,Online,South
4607,57,653,4,2025-08-10,0.28,Store,North
4608,146,753,4,2025-09-03,0.05,Store,South
4609,197,1010,5,2025-11-03,0.17,Online,South
4610,70,255,1,2025-09-25,0.17,Online,East
4611,92,1099,4,2024-08-23,0.11,Online,East
4612,80,196,1,2024-03-02,0.02,Online,South
4613,58,318,1,2024-05-22,0.06,Store,North
4614,27,483,1,2025-01-15,0.06,Store,West
4615,20,310,5,2025-06-16,0.28,Store,North
4616,6,740,2,2023-12-08,0.23,Online,East
4617,166,135,5,2024-08-08,0.09,Store,West
4618,20,1954,3,2025-11-08,0.11,Online,North
4619,40,1879,1,2025-11-09,0.04,Online,West
4620,44,1184,1,2024-11-15,0.11,Store,South
4621,172,714,4,2024-09-01,0.29,Store,North
4622,136,770,4,2025-01-12,0.04,Online,South
4623,107,336,5,2025-08-28,0.02,Online,West
4624,10,1261,2,2025-02-07,0.25,Online,West
4625,2,1901,1,2024-12-31,0.28,Store,South
4626,186,606,4,2025-06-26,0.01,Online,West
4627,162,1715,4,2025-04-21,0.16,Store,West
4628,157,1235,2,2025-08-24,0.13,Online,North
4629,138,1585,5,2023-12-31,0.11,Store,East
4630,112,512,1,2025-09-24,0.08,Online,North
4631,161,1272,3,2025-10-14,0.24,Online,East
4632,128,1611,2,2025-11-19,0.27,Online,North
4633,152,310,3,2025-06-05,0.12,Store,East
4634,6,1671,3,2024-07-21,0.24,Online,South
4635,108,1872,3,2025-08-08,0.25,Online,South
4636,117,370,1,2025-04-10,0.3,Online,West
4637,28,1514,2,2025-08-23,0.26,Online,West
4638,119,925,1,2025-05-18,0.17,Online,West
4639,42,1687,3,2024-09-27,0.3,Store,North
4640,52,1073,5,2024-04-29,0.21,Online,North
4641,104,918,2,2024-01-07,0.28,Store,West
4642,25,1746,4,2024-10-05,0.17,Online,North
4643,136,1659,3,2024-10-09,0.08,Online,North
4644,143,878,5,2025-08-29,0.2,Store,East
4645,73,1767,3,2025-06-17,0.12,Online,West
4646,179,1966,5,2025-03-31,0.23,Store,South
4647,121,1168,3,2025-10-28,0.3,Online,North
4648,116,494,4,2025-10-30,0.25,Store,West
4649,164,1490,4,2025-08-03,0.11,Store,North
4650,183,1198,5,2025-03-25,0.21,Online,North
4651,132,1453,3,2024-02-27,0.07,Online,West
4652,66,1522,3,2024-08-24,0.07,Store,South
4653,128,353,4,2024-12-21,0.15,Store,South
4654,13,166,3,2023-12-07,0.08,Online,North
4655,95,871,5,2024-04-21,0.13,Store,North
4656,114,1432,4,2024-10-20,0.11,Store,East
4657,6,147,1,2025-07-09,0.19,Online,North
4658,1,192,1,2024-03-26,0.02,Online,East
4659,179,275,5,2024-02-12,0.19,Online,East
4660,80,1916,3,2024-03-20,0,Store,East
4661,70,330,3,2024-07-06,0.13,Online,East
4662,30,107,5,2024-01-24,0.1,Store,North
4663,58,862,3,2024-11-29,0.03,Online,South
4664,62,946,3,2025-08-28,0.07,Store,East
4665,77,736,3,2025-04-25,0.14,Online,East
4666,3,756,3,2024-05-27,0.15,Store,West
4667,24,439,5,2025-06-13,0.06,Online,South
4668,166,747,3,2025-11-06,0.22,Store,West
4669,183,170,3,2024-03-30,0.13,Online,South
4670,130,1120,2,2024-11-17,0.17,Online,West
4671,115,1889,1,2025-04-11,0.08,Store,West
4672,121,1166,5,2023-12-27,0.02,Online,East
4673,24,876,1,2023-11-30,0.1,Online,North
4674,130,1885,1,2024-02-01,0.12,Online,West
4675,29,1499,5,2025-07-30,0.17,Store,North
4676,109,579,4,2025-10-02,0.2,Online,East
4677,110,1384,5,2024-06-19,0.2,Online,South
4678,96,1620,5,2024-02-27,0.21,Online,South
4679,125,677,5,2024-12-26,0.07,Online,South
4680,66,1493,2,2025-01-31,0.04,Online,West
4681,196,1987,5,2024-01-02,0.03,Store,North
4682,77,747,3,2025-02-10,0.01,Store,East
4683,112,938,5,2024-08-09,0.01,Store,West
4684,179,361,5,2025-05-25,0.11,Store,East
4685,30,1827,4,2025-08-01,0.27,Online,West
4686,187,791,1,2025-03-22,0.27,Store,East
4687,22,1637,5,2025-04-03,0.16,Store,South
4688,28,993,3,2025-01-03,0.22,Store,North
4689,1,1086,4,2024-12-27,0.25,Store,South
4690,98,480,3,2024-11-02,0.18,Online,West
4691,50,454,2,2024-03-02,0.25,Store,North
4692,193,110,4,2024-08-01,0.17,Store,North
4693,29,743,1,2024-11-22,0.23,Store,West
4694,157,1420,5,2024-11-13,0.21,Online,South
4695,32,28,1,2024-03-12,0.07,Store,West
4696,8,363,3,2025-07-09,0.06,Online,South
4697,96,753,2,2024-12-15,0.24,Store,East
4698,177,1671,1,2024-10-22,0.15,Online,East
4699,77,65,4,2024-10-30,0.02,Online,East
4700,78,1761,1,2024-01-12,0.28,Store,West
4701,126,1530,2,2024-10-25,0.12,Online,North
4702,164,1689,5,2024-05-16,0.18,Online,East
4703,180,958,1,2024-08-08,0.1,Store,West
4704,173,708,5,2025-01-29,0.26,Online,West
4705,176,486,5,2024-10-05,0.05,Online,South
4706,184,1719,3,2023-12-01,0.04,Online,East
4707,19,1471,2,2024-05-14,0.02,Store,West
4708,107,1318,1,2025-01-13,0.14,Store,South
4709,191,699,4,2025-03-03,0.2,Store,East
4710,137,303,1,2024-03-12,0.13,Store,South
4711,111,780,4,2025-04-05,0.1,Store,North
4712,196,270,1,2024-09-29,0.26,Online,North
4713,40,1263,2,2024-11-06,0.08,Store,East
4714,186,1369,4,2025-04-16,0.05,Online,South
4715,174,1343,2,2023-12-16,0.04,Store,West
4716,177,1920,5,2024-05-30,0.13,Online,South
4717,145,842,4,2024-04-28,0.22,Online,East
4718,165,1233,1,2024-02-15,0.01,Store,South
4719,89,415,1,2025-06-28,0.08,Store,West
4720,31,1783,4,2025-10-31,0.03,Store,East
4721,32,256,5,2025-08-10,0.16,Store,East
4722,192,1670,5,2024-11-27,0.09,Store,West
4723,66,1162,1,2025-04-27,0.07,Store,North
4724,168,1395,1,2025-10-16,0.1,Online,West
4725,117,1905,2,2024-03-25,0.2,Store,East
4726,144,1909,2,2025-10-05,0.08,Online,South
4727,23,581,1,2025-03-15,0.06,Store,West
4728,136,930,5,2024-07-04,0.05,Online,West
4729,148,579,1,2024-06-08,0.06,Store,West
4730,125,1101,2,2025-02-12,0.14,Store,West
4731,52,722,4,2024-03-29,0.21,Online,East
4732,136,632,2,2025-09-23,0.08,Store,West
4733,45,430,2,2025-10-16,0.24,Online,West
4734,102,60,3,2025-08-21,0.26,Online,West
4735,159,1356,2,2025-03-04,0.23,Store,East
4736,88,235,1,2024-01-26,0.04,Store,North
4737,70,1886,5,2025-06-10,0.14,Store,West
4738,30,1557,2,2025-08-18,0.27,Store,East
4739,184,1929,1,2024-10-22,0.29,Online,South
4740,60,38,5,2025-10-21,0.25,Online,West
4741,97,1907,5,2024-09-09,0.08,Online,East
4742,8,1675,4,2024-04-28,0.16,Online,South
4743,9,1494,1,2025-09-18,0.07,Online,South
4744,20,560,1,2025-03-03,0.19,Store,East
4745,71,994,5,2025-05-02,0.25,Store,West
4746,179,1306,4,2024-12-28,0.03,Online,North
4747,26,334,3,2025-11-15,0.22,Online,North
4748,125,683,3,2025-05-05,0.12,Online,North
4749,124,456,3,2024-02-19,0.06,Online,South
4750,2,1897,4,2025-06-18,0.14,Online,North
4751,11,758,3,2024-08-15,0.22,Store,East
4752,19,585,4,2025-04-03,0.24,Online,West
4753,3,1955,5,2024-02-27,0.01,Online,East
4754,124,1923,3,2025-07-03,0.11,Online,West
4755,161,1735,2,2025-03-09,0.09,Online,West
4756,168,746,1,2024-04-23,0.09,Online,South
4757,168,639,1,2023-12-19,0.23,Store,South
4758,86,273,4,2024-04-11,0.23,Store,West
4759,36,118,2,2024-11-11,0.21,Store,South
4760,179,12,3,2024-10-13,0.21,Online,North
4761,93,263,5,2025-02-23,0.07,Online,East
4762,53,1004,5,2024-08-12,0.09,Store,West
4763,24,759,3,2025-09-05,0.08,Store,West
4764,152,803,5,2025-01-29,0,Store,North
4765,26,664,5,2025-02-04,0.29,Store,South
4766,169,675,4,2025-06-18,0.09,Store,North
4767,11,1724,1,2025-08-27,0.08,Store,West
4768,121,1219,1,2024-10-18,0.08,Store,East
4769,181,641,4,2025-10-22,0.07,Store,East
4770,135,434,5,2025-09-02,0.02,Store,West
4771,33,1911,1,2024-11-03,0.09,Store,South
4772,199,1566,5,2024-01-10,0,Online,North
4773,188,1921,4,2024-08-04,0.05,Store,South
4774,39,1773,2,2024-09-28,0.2,Online,South
